Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1854,Warehouse Cebu,Cat Café Cebu,2024-11-15,2024-11-15,2024-11-28,Delayed,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1854,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1854,"Makati, Taguig",1168,Traffic,648,7
SHP-PH1855,Pet Store Davao,Cat Café Cebu,2024-11-08,2024-11-14,2024-11-18,Delayed,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1855,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1855,Clark Airport,139,Customs,1155,13
SHP-PH1856,Shelter Quezon City,Customer Home Pasig,2024-11-10,2024-11-02,2024-11-27,Delayed,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1856,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1856,Clark Airport,1015,Customs,1180,7
SHP-PH1857,Warehouse Cebu,Cat Café Makati,2024-11-14,2024-11-08,2024-11-02,Delayed,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1857,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1857,Clark Airport,300,Weather,1995,77
SHP-PH1858,Shelter Quezon City,Cat Café Manila,2024-11-29,2024-11-15,2024-11-10,Delayed,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1858,Iloilo,Evening,CAT-PH1858,Muning,Puspin,2,Up-to-date,Calm,RT-PH1858,Davao City Hub,965,Traffic,1586,76
SHP-PH1859,Pet Store Davao,Customer Home Pasig,2024-11-02,2024-11-04,2024-11-22,In-transit,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1859,Cebu,Morning,CAT-PH1859,Mittens,Persian,5,Up-to-date,Playful,RT-PH1859,"Makati, Taguig",1376,Technical Issue,916,42
SHP-PH1860,Shelter Quezon City,Cat Café Cebu,2024-11-22,2024-11-28,2024-11-27,Delivered,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1860,Iloilo,Evening,CAT-PH1860,Muning,Persian,4,Up-to-date,Shy,RT-PH1860,"Naga, Talisay",915,Technical Issue,283,17
SHP-PH1861,Warehouse Bacolod,Cat Café Manila,2024-11-25,2024-11-12,2024-11-28,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1861,Metro Manila,Afternoon,CAT-PH1861,Bunso,Persian,1,Up-to-date,Shy,RT-PH1861,Davao City Hub,1161,Technical Issue,301,13
SHP-PH1862,Shelter Manila,Cat Café Cebu,2024-11-27,2024-11-14,2024-11-05,Delayed,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1862,Davao,Morning,CAT-PH1862,Bunso,Siamese,2,Up-to-date,Calm,RT-PH1862,Clark Airport,1019,Traffic,360,84
SHP-PH1863,Warehouse Cebu,Cat Café Manila,2024-11-23,2024-11-24,2024-11-27,Delayed,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1863,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1863,"Makati, Taguig",945,Technical Issue,726,43
SHP-PH1864,Shelter Manila,Customer Home Davao,2024-11-29,2024-11-15,2024-11-09,Delivered,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1864,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1864,Davao City Hub,191,Customs,700,69
SHP-PH1865,Warehouse Bacolod,Cat Café Makati,2024-11-26,2024-11-28,2024-11-26,Delayed,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1865,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1865,Clark Airport,810,Customs,657,87
SHP-PH1866,Warehouse Bacolod,Customer Home Pasig,2024-11-16,2024-11-12,2024-11-18,Delivered,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1866,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1866,Davao City Hub,216,None,1521,94
SHP-PH1867,Shelter Quezon City,Cat Café Cebu,2024-11-15,2024-11-13,2024-11-27,Delayed,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1867,Bacolod,Afternoon,CAT-PH1867,Pusa,Puspin,3,Up-to-date,Calm,RT-PH1867,Davao City Hub,1206,None,1710,83
SHP-PH1868,Warehouse Cebu,Customer Home Pasig,2024-11-16,2024-11-06,2024-11-12,In-transit,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1868,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1868,Clark Airport,980,Weather,839,32
SHP-PH1869,Shelter Quezon City,Cat Café Cebu,2024-11-06,2024-11-20,2024-11-19,Delivered,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1869,Bacolod,Afternoon,CAT-PH1869,Bunso,Persian,2,Up-to-date,Shy,RT-PH1869,"Naga, Talisay",290,Technical Issue,1069,43
SHP-PH1870,Warehouse Cebu,Customer Home Pasig,2024-11-07,2024-11-18,2024-11-10,Delayed,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1870,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1870,Davao City Hub,328,Traffic,1621,12
SHP-PH1871,Pet Store Davao,Cat Café Makati,2024-11-28,2024-11-06,2024-11-27,In-transit,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1871,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1871,Cebu City Airport,766,Customs,1915,14
SHP-PH1872,Warehouse Cebu,Cat Café Cebu,2024-11-28,2024-11-23,2024-11-29,Delivered,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1872,Iloilo,Morning,CAT-PH1872,Bunso,Siamese,2,Up-to-date,Playful,RT-PH1872,"Naga, Talisay",1257,Technical Issue,1343,18
SHP-PH1873,Warehouse Cebu,Cat Café Cebu,2024-11-19,2024-11-27,2024-11-29,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1873,Bacolod,Afternoon,CAT-PH1873,Bunso,Puspin,1,Up-to-date,Playful,RT-PH1873,Clark Airport,689,None,407,92
SHP-PH1874,Pet Store Davao,Cat Café Manila,2024-11-12,2024-11-22,2024-11-21,Delivered,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1874,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1874,"Naga, Talisay",805,None,296,95
SHP-PH1875,Warehouse Bacolod,Customer Home Davao,2024-11-10,2024-11-05,2024-11-10,Delivered,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1875,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1875,Cebu City Airport,408,Customs,882,33
SHP-PH1876,Pet Store Davao,Cat Café Makati,2024-11-26,2024-11-11,2024-11-05,Delivered,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1876,Cebu,Evening,CAT-PH1876,Muning,Persian,3,Up-to-date,Shy,RT-PH1876,Cebu City Airport,434,Customs,1367,2
SHP-PH1877,Shelter Manila,Cat Café Manila,2024-11-14,2024-11-15,2024-11-03,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1877,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1877,Cebu City Airport,1158,Weather,1038,10
SHP-PH1878,Warehouse Bacolod,Cat Café Cebu,2024-11-07,2024-11-21,2024-11-10,Delayed,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1878,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1878,"Naga, Talisay",60,None,1283,89
SHP-PH1879,Warehouse Bacolod,Cat Café Cebu,2024-11-01,2024-11-08,2024-11-21,Delivered,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1879,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1879,Cebu City Airport,978,Traffic,512,82
SHP-PH1880,Shelter Manila,Cat Café Makati,2024-11-23,2024-11-28,2024-11-30,Delayed,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1880,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1880,Cebu City Airport,737,Technical Issue,1774,26
SHP-PH1881,Pet Store Davao,Customer Home Davao,2024-11-20,2024-11-20,2024-11-17,In-transit,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1881,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1881,Clark Airport,814,Weather,201,66
SHP-PH1882,Warehouse Cebu,Cat Café Makati,2024-11-15,2024-11-24,2024-11-02,In-transit,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1882,Iloilo,Evening,CAT-PH1882,Muning,Maine Coon,4,Up-to-date,Playful,RT-PH1882,Cebu City Airport,677,Technical Issue,265,32
SHP-PH1883,Warehouse Bacolod,Customer Home Pasig,2024-11-28,2024-11-25,2024-11-13,In-transit,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1883,Bacolod,Afternoon,CAT-PH1883,Mittens,Maine Coon,3,Up-to-date,Calm,RT-PH1883,Davao City Hub,1126,Weather,1243,21
SHP-PH1884,Warehouse Bacolod,Cat Café Cebu,2024-11-13,2024-11-18,2024-11-17,Delayed,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1884,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1884,"Naga, Talisay",664,Weather,1496,45
SHP-PH1885,Shelter Manila,Cat Café Manila,2024-11-06,2024-11-26,2024-11-03,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1885,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1885,"Naga, Talisay",693,Technical Issue,1551,65
SHP-PH1886,Warehouse Cebu,Customer Home Pasig,2024-11-05,2024-11-29,2024-11-23,Delayed,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1886,Bacolod,Morning,CAT-PH1886,Pusa,Siamese,3,Up-to-date,Calm,RT-PH1886,Cebu City Airport,1129,None,1977,99
SHP-PH1887,Pet Store Davao,Cat Café Manila,2024-11-16,2024-11-08,2024-11-20,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1887,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1887,Davao City Hub,46,Customs,1635,75
SHP-PH1888,Shelter Quezon City,Cat Café Makati,2024-11-24,2024-11-27,2024-11-22,Delivered,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1888,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1888,Clark Airport,458,None,1163,1
SHP-PH1889,Shelter Manila,Customer Home Davao,2024-11-01,2024-11-29,2024-11-22,Delayed,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1889,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1889,Davao City Hub,108,Customs,995,34
SHP-PH1890,Shelter Quezon City,Cat Café Cebu,2024-11-13,2024-11-18,2024-11-12,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1890,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1890,Cebu City Airport,1226,Customs,1941,8
SHP-PH1891,Pet Store Davao,Cat Café Makati,2024-11-29,2024-11-16,2024-11-10,Delayed,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1891,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1891,"Makati, Taguig",1221,Weather,1728,85
SHP-PH1892,Warehouse Cebu,Customer Home Pasig,2024-11-12,2024-11-12,2024-11-23,Delivered,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1892,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1892,Davao City Hub,1484,Traffic,1367,95
SHP-PH1893,Warehouse Cebu,Cat Café Cebu,2024-11-30,2024-11-02,2024-11-26,In-transit,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1893,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1893,Davao City Hub,802,Traffic,1160,71
SHP-PH1894,Shelter Manila,Customer Home Pasig,2024-11-22,2024-11-09,2024-11-28,Delivered,LBC Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1894,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1894,"Naga, Talisay",16,Customs,1326,34
SHP-PH1895,Warehouse Bacolod,Customer Home Davao,2024-11-30,2024-11-30,2024-11-04,Delayed,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1895,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1895,"Makati, Taguig",1317,None,471,99
SHP-PH1896,Warehouse Bacolod,Cat Café Makati,2024-11-07,2024-11-19,2024-11-04,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1896,Metro Manila,Morning,CAT-PH1896,Muning,Puspin,4,Up-to-date,Playful,RT-PH1896,"Makati, Taguig",1156,Traffic,1664,67
SHP-PH1897,Warehouse Cebu,Cat Café Makati,2024-11-09,2024-11-06,2024-11-20,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1897,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1897,Clark Airport,869,Customs,1333,41
SHP-PH1898,Warehouse Bacolod,Customer Home Davao,2024-11-22,2024-11-05,2024-11-28,In-transit,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1898,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1898,Davao City Hub,1026,Weather,1552,34
SHP-PH1899,Shelter Manila,Customer Home Davao,2024-11-24,2024-11-16,2024-11-13,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1899,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1899,Clark Airport,1020,Weather,963,10
SHP-PH1900,Warehouse Bacolod,Cat Café Cebu,2024-11-13,2024-11-30,2024-11-20,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1900,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1900,Davao City Hub,589,None,623,79
SHP-PH1901,Pet Store Davao,Customer Home Davao,2024-11-20,2024-11-07,2024-11-04,In-transit,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1901,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1901,Davao City Hub,857,Weather,926,10
SHP-PH1902,Shelter Manila,Customer Home Pasig,2024-11-25,2024-11-18,2024-11-28,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1902,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1902,Clark Airport,909,Customs,1028,74
SHP-PH1903,Shelter Quezon City,Customer Home Pasig,2024-11-13,2024-11-17,2024-11-15,Delayed,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1903,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1903,Davao City Hub,1116,Customs,1649,82
SHP-PH1904,Warehouse Cebu,Customer Home Davao,2024-11-12,2024-11-21,2024-11-03,Delivered,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1904,Davao,Evening,CAT-PH1904,Pusa,Persian,3,Up-to-date,Shy,RT-PH1904,"Naga, Talisay",824,None,1504,29
SHP-PH1905,Pet Store Davao,Cat Café Makati,2024-11-05,2024-11-06,2024-11-23,In-transit,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1905,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1905,Clark Airport,226,Technical Issue,1901,23
SHP-PH1906,Pet Store Davao,Customer Home Pasig,2024-11-16,2024-11-04,2024-11-22,Delayed,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1906,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1906,"Makati, Taguig",1249,Technical Issue,1769,32
SHP-PH1907,Warehouse Bacolod,Cat Café Manila,2024-11-08,2024-11-28,2024-11-22,Delayed,LBC Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1907,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1907,"Makati, Taguig",46,Weather,783,100
SHP-PH1908,Warehouse Bacolod,Cat Café Manila,2024-11-14,2024-11-26,2024-11-03,In-transit,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1908,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1908,"Makati, Taguig",1005,Customs,465,77
SHP-PH1909,Warehouse Bacolod,Customer Home Pasig,2024-11-29,2024-11-14,2024-11-24,Delayed,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1909,Davao,Afternoon,CAT-PH1909,Bunso,Persian,4,Up-to-date,Playful,RT-PH1909,"Makati, Taguig",26,None,1447,89
SHP-PH1910,Shelter Quezon City,Cat Café Cebu,2024-11-22,2024-11-07,2024-11-15,Delayed,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1910,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1910,Cebu City Airport,107,Customs,1180,6
SHP-PH1911,Warehouse Cebu,Cat Café Makati,2024-11-03,2024-11-12,2024-11-03,Delivered,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1911,Cebu,Evening,CAT-PH1911,Bunso,Siamese,1,Up-to-date,Calm,RT-PH1911,Clark Airport,58,Weather,271,92
SHP-PH1912,Shelter Quezon City,Customer Home Pasig,2024-11-18,2024-11-03,2024-11-02,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1912,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1912,Clark Airport,62,None,281,27
SHP-PH1913,Shelter Manila,Customer Home Davao,2024-11-16,2024-11-14,2024-11-27,In-transit,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1913,Iloilo,Afternoon,CAT-PH1913,Bunso,Puspin,3,Up-to-date,Playful,RT-PH1913,Cebu City Airport,53,Technical Issue,644,17
SHP-PH1914,Warehouse Cebu,Customer Home Pasig,2024-11-21,2024-11-05,2024-11-22,Delayed,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1914,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1914,"Makati, Taguig",727,None,783,24
SHP-PH1915,Warehouse Bacolod,Customer Home Pasig,2024-11-06,2024-11-07,2024-11-11,Delayed,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1915,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1915,"Naga, Talisay",1448,Traffic,490,51
SHP-PH1916,Shelter Manila,Cat Café Manila,2024-11-22,2024-11-21,2024-11-13,In-transit,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1916,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1916,Cebu City Airport,273,None,327,12
SHP-PH1917,Shelter Manila,Cat Café Manila,2024-11-02,2024-11-04,2024-11-11,Delayed,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1917,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1917,Davao City Hub,187,Customs,469,24
SHP-PH1918,Warehouse Cebu,Cat Café Cebu,2024-11-14,2024-11-22,2024-11-13,Delayed,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1918,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1918,Clark Airport,1474,Customs,434,50
SHP-PH1919,Shelter Manila,Cat Café Cebu,2024-11-03,2024-11-08,2024-11-04,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1919,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1919,"Naga, Talisay",1412,None,799,45
SHP-PH1920,Pet Store Davao,Cat Café Cebu,2024-11-13,2024-11-09,2024-11-21,Delayed,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1920,Bacolod,Evening,CAT-PH1920,Mittens,Puspin,1,Up-to-date,Playful,RT-PH1920,"Makati, Taguig",205,Customs,952,36
SHP-PH1921,Warehouse Cebu,Cat Café Manila,2024-11-10,2024-11-30,2024-11-30,Delayed,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1921,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1921,Cebu City Airport,30,Weather,1383,100
SHP-PH1922,Shelter Quezon City,Cat Café Makati,2024-11-19,2024-11-19,2024-11-14,In-transit,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1922,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1922,Cebu City Airport,1347,Weather,284,45
SHP-PH1923,Pet Store Davao,Customer Home Davao,2024-11-29,2024-11-29,2024-11-03,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1923,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1923,"Naga, Talisay",862,Weather,335,51
SHP-PH1924,Shelter Manila,Cat Café Cebu,2024-11-20,2024-11-24,2024-11-13,In-transit,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1924,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1924,Cebu City Airport,822,None,428,61
SHP-PH1925,Pet Store Davao,Cat Café Makati,2024-11-09,2024-11-27,2024-11-14,Delivered,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1925,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1925,Cebu City Airport,932,Traffic,1439,67
SHP-PH1926,Shelter Manila,Cat Café Makati,2024-11-29,2024-11-07,2024-11-15,Delivered,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1926,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1926,"Makati, Taguig",1132,Traffic,253,66
SHP-PH1927,Shelter Quezon City,Cat Café Manila,2024-11-07,2024-11-28,2024-11-11,In-transit,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1927,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1927,"Makati, Taguig",1075,Traffic,1777,13
SHP-PH1928,Warehouse Cebu,Cat Café Manila,2024-11-20,2024-11-19,2024-11-27,Delivered,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1928,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1928,Clark Airport,1484,Traffic,1017,61
SHP-PH1929,Shelter Quezon City,Cat Café Manila,2024-11-20,2024-11-02,2024-11-30,Delayed,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1929,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1929,Clark Airport,469,Technical Issue,733,14
SHP-PH1930,Shelter Quezon City,Cat Café Makati,2024-11-23,2024-11-18,2024-11-07,Delivered,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1930,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1930,Davao City Hub,1187,Traffic,440,96
SHP-PH1931,Shelter Quezon City,Cat Café Makati,2024-11-04,2024-11-22,2024-11-06,Delayed,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1931,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1931,Davao City Hub,974,None,1886,41
SHP-PH1932,Shelter Quezon City,Cat Café Manila,2024-11-21,2024-11-23,2024-11-08,Delivered,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1932,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1932,"Makati, Taguig",673,Traffic,928,43
SHP-PH1933,Shelter Manila,Customer Home Pasig,2024-11-17,2024-11-10,2024-11-13,Delayed,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1933,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1933,Davao City Hub,866,Traffic,918,96
